condition,contrast,cluster,kind,wavelength_nm,difference,aggregation
A1,A1-M00,1,reflectance,913.1,-0.009417521733045886,difference of equal-sample representative means; not paired
A1,A1-M00,6,reflectance,951.3252156862745,-0.015085811235452384,difference of equal-sample representative means; not paired
A1,A1-M00,6,reflectance,956.7859607843137,-0.014863584620169012,difference of equal-sample representative means; not paired
A1,A1-M00,6,reflectance,962.246705882353,-0.01466268490154543,difference of equal-sample representative means; not paired
A1,A1-M00,6,reflectance,967.7074509803922,-0.014340434187894546,difference of equal-sample representative means; not paired
A1,A1-M00,6,reflectance,973.1681960784314,-0.013981403089886046,difference of equal-sample representative means; not paired
A1,A1-M00,6,reflectance,978.6289411764706,-0.01365977828877285,difference of equal-sample representative means; not paired
A1,A1-M00,6,reflectance,984.0896862745099,-0.013417445391315064,difference of equal-sample representative means; not paired
A1,A1-M00,6,reflectance,989.550431372549,-0.013280235720257383,difference of equal-sample representative means; not paired
A1,A1-M00,6,reflectance,995.0111764705882,-0.013025713332869171,difference of equal-sample representative means; not paired
A1,A1-M00,6,reflectance,1000.4719215686275,-0.012791385668128319,difference of equal-sample representative means; not paired
A1,A1-M00,6,reflectance,1005.9326666666667,-0.012475339334788615,difference of equal-sample representative means; not paired
A1,A1-M00,6,reflectance,1011.3934117647059,-0.012174475389550521,difference of equal-sample representative means; not paired
A1,A1-M00,6,reflectance,1016.8541568627452,-0.011936351936861156,difference of equal-sample representative means; not paired
A1,A1-M00,6,reflectance,1022.3149019607844,-0.011739058393992363,difference of equal-sample representative means; not paired
A1,A1-M00,6,reflectance,1027.7756470588236,-0.011545262430890157,difference of equal-sample representative means; not paired
A1,A1-M00,6,reflectance,1033.2363921568628,-0.011442717038079087,difference of equal-sample representative means; not paired
A1,A1-M00,6,reflectance,1038.697137254902,-0.01124475009268655,difference of equal-sample representative means; not paired
A1,A1-M00,6,reflectance,1044.1578823529412,-0.011072046585368533,difference of equal-sample representative means; not paired
A1,A1-M00,6,reflectance,1049.6186274509805,-0.010904205627723096,difference of equal-sample representative means; not paired
A1,A1-M00,6,reflectance,1055.0793725490196,-0.010704202466916835,difference of equal-sample representative means; not paired
A1,A1-M00,6,reflectance,1060.5401176470589,-0.010489061162389457,difference of equal-sample representative means; not paired
A1,A1-M00,6,reflectance,1066.0008627450982,-0.010306409481995571,difference of equal-sample representative means; not paired
A1,A1-M00,6,reflectance,1071.4616078431372,-0.010113209573063164,difference of equal-sample representative means; not paired
A1,A1-M00,6,reflectance,1076.9223529411765,-0.009924907992931109,difference of equal-sample representative means; not paired
A1,A1-M00,6,reflectance,1082.3830980392158,-0.009740710746056203,difference of equal-sample representative means; not paired
A1,A1-M00,6,reflectance,1087.843843137255,-0.009576184805726307,difference of equal-sample representative means; not paired
A1,A1-M00,6,reflectance,1093.3045882352942,-0.009425070049683293,difference of equal-sample representative means; not paired
A1,A1-M00,6,reflectance,1098.7653333333333,-0.00931006960813996,difference of equal-sample representative means; not paired
A1,A1-M00,6,reflectance,1104.2260784313726,-0.009227658119982496,difference of equal-sample representative means; not paired
A1,A1-M00,6,reflectance,1109.6868235294119,-0.009084117637056188,difference of equal-sample representative means; not paired
A1,A1-M00,6,reflectance,1115.1475686274512,-0.009035366980991055,difference of equal-sample representative means; not paired
A1,A1-M00,6,reflectance,1120.6083137254902,-0.008897512286456966,difference of equal-sample representative means; not paired
A1,A1-M00,6,reflectance,1126.0690588235295,-0.008620367439480248,difference of equal-sample representative means; not paired
A1,A1-M00,6,reflectance,1131.5298039215686,-0.00861126387240263,difference of equal-sample representative means; not paired
A1,A1-M00,6,reflectance,1136.990549019608,-0.00870841643133835,difference of equal-sample representative means; not paired
A1,A1-M00,6,reflectance,1142.4512941176472,-0.008656093217326966,difference of equal-sample representative means; not paired
A1,A1-M00,6,reflectance,1147.9120392156863,-0.008620652732213463,difference of equal-sample representative means; not paired
A1,A1-M00,6,reflectance,1153.3727843137256,-0.008727858948849532,difference of equal-sample representative means; not paired
A1,A1-M00,6,reflectance,1158.8335294117649,-0.008858385460157159,difference of equal-sample representative means; not paired
A1,A1-M00,6,reflectance,1164.294274509804,-0.009000098245243726,difference of equal-sample representative means; not paired
A1,A1-M00,6,reflectance,1169.7550196078432,-0.009096159530630366,difference of equal-sample representative means; not paired
A1,A1-M00,6,reflectance,1175.2157647058825,-0.009131556930103035,difference of equal-sample representative means; not paired
A1,A1-M00,6,reflectance,1180.6765098039216,-0.009154102263679187,difference of equal-sample representative means; not paired
A1,A1-M00,6,reflectance,1186.137254901961,-0.009229581436949186,difference of equal-sample representative means; not paired
A1,A1-M00,6,reflectance,1191.598,-0.009329768554696027,difference of equal-sample representative means; not paired
A1,A1-M00,6,reflectance,1197.0587450980393,-0.009365819185754076,difference of equal-sample representative means; not paired
A1,A1-M00,6,reflectance,1202.5194901960786,-0.009458386622976045,difference of equal-sample representative means; not paired
A1,A1-M00,6,reflectance,1207.9802352941178,-0.009535541311858853,difference of equal-sample representative means; not paired
A1,A1-M00,6,reflectance,1213.440980392157,-0.009666781867235574,difference of equal-sample representative means; not paired
A1,A1-M00,6,reflectance,1218.9017254901962,-0.009748169197056344,difference of equal-sample representative means; not paired
A1,A1-M00,6,reflectance,1224.3624705882353,-0.00968303957790162,difference of equal-sample representative means; not paired
A1,A1-M00,6,reflectance,1229.8232156862746,-0.009720225478899058,difference of equal-sample representative means; not paired
A1,A1-M00,6,reflectance,1235.2839607843139,-0.009862544374663273,difference of equal-sample representative means; not paired
A1,A1-M00,6,reflectance,1240.7447058823532,-0.009696243206137267,difference of equal-sample representative means; not paired
A1,A1-M00,6,reflectance,1246.2054509803922,-0.00962471738548154,difference of equal-sample representative means; not paired
A1,A1-M00,6,reflectance,1251.6661960784315,-0.009591979932630723,difference of equal-sample representative means; not paired
A1,A1-M00,6,reflectance,1257.1269411764706,-0.009558379767679925,difference of equal-sample representative means; not paired
A1,A1-M00,6,reflectance,1262.58768627451,-0.009488972185759725,difference of equal-sample representative means; not paired
A1,A1-M00,6,reflectance,1268.0484313725492,-0.009345636444372363,difference of equal-sample representative means; not paired
A1,A1-M00,6,reflectance,1273.5091764705883,-0.009376426246549663,difference of equal-sample representative means; not paired
A1,A1-M00,6,reflectance,1278.9699215686276,-0.009257893793128358,difference of equal-sample representative means; not paired
A1,A1-M00,6,reflectance,1284.4306666666666,-0.009183898308606109,difference of equal-sample representative means; not paired
A1,A1-M00,6,reflectance,1289.891411764706,-0.009112622977737517,difference of equal-sample representative means; not paired
A1,A1-M00,6,reflectance,1295.3521568627452,-0.009034412216607945,difference of equal-sample representative means; not paired
A1,A1-M00,6,reflectance,1300.8129019607845,-0.008945929719974322,difference of equal-sample representative means; not paired
A1,A1-M00,6,reflectance,1306.2736470588236,-0.008872260699329448,difference of equal-sample representative means; not paired
A1,A1-M00,6,reflectance,1311.734392156863,-0.008940950839510409,difference of equal-sample representative means; not paired
A1,A1-M00,6,reflectance,1317.195137254902,-0.009066978528806224,difference of equal-sample representative means; not paired
A1,A1-M00,6,reflectance,1322.6558823529413,-0.00920368695192697,difference of equal-sample representative means; not paired
A1,A1-M00,6,reflectance,1328.1166274509806,-0.0094022239352749,difference of equal-sample representative means; not paired
A1,A1-M00,6,reflectance,1333.5773725490199,-0.00965120176039358,difference of equal-sample representative means; not paired
A1,A1-M00,6,reflectance,1339.038117647059,-0.00997342899759912,difference of equal-sample representative means; not paired
A1,A1-M00,6,reflectance,1344.4988627450982,-0.010379895211681478,difference of equal-sample representative means; not paired
A1,A1-M00,6,reflectance,1349.9596078431373,-0.01079468962794039,difference of equal-sample representative means; not paired
A1,A1-M00,6,reflectance,1355.4203529411766,-0.011117274837589841,difference of equal-sample representative means; not paired
A1,A1-M00,6,reflectance,1360.8810980392159,-0.011366907140268001,difference of equal-sample representative means; not paired
A1,A1-M00,6,reflectance,1366.341843137255,-0.011673660081073844,difference of equal-sample representative means; not paired
A1,A1-M00,6,reflectance,1371.8025882352943,-0.011943702559762959,difference of equal-sample representative means; not paired
A1,A1-M00,6,reflectance,1377.2633333333333,-0.012121544770245296,difference of equal-sample representative means; not paired
A1,A1-M00,6,reflectance,1382.7240784313726,-0.01224132247435994,difference of equal-sample representative means; not paired
A1,A1-M00,6,reflectance,1388.184823529412,-0.012428033247655512,difference of equal-sample representative means; not paired
A1,A1-M00,6,reflectance,1393.6455686274512,-0.012872250147403563,difference of equal-sample representative means; not paired
A1,A1-M00,6,reflectance,1399.1063137254903,-0.013350801643296162,difference of equal-sample representative means; not paired
A1,A1-M00,6,reflectance,1404.5670588235296,-0.013855532865344078,difference of equal-sample representative means; not paired
A1,A1-M00,6,reflectance,1410.0278039215686,-0.014387411163473363,difference of equal-sample representative means; not paired
A1,A1-M00,6,reflectance,1415.488549019608,-0.014833280470524068,difference of equal-sample representative means; not paired
A1,A1-M00,6,reflectance,1420.9492941176472,-0.015167324200614951,difference of equal-sample representative means; not paired
A1,A1-M00,6,reflectance,1426.4100392156865,-0.015425563313351931,difference of equal-sample representative means; not paired
A1,A1-M00,6,reflectance,1431.8707843137256,-0.015560556202869447,difference of equal-sample representative means; not paired
A1,A1-M00,6,reflectance,1437.3315294117647,-0.015628625086270498,difference of equal-sample representative means; not paired
A1,A1-M00,6,reflectance,1442.792274509804,-0.015723892372427772,difference of equal-sample representative means; not paired
A1,A1-M00,6,reflectance,1448.2530196078433,-0.015836305590500976,difference of equal-sample representative means; not paired
A1,A1-M00,6,reflectance,1453.7137647058826,-0.015913284681890683,difference of equal-sample representative means; not paired
A1,A1-M00,6,reflectance,1459.1745098039219,-0.015998165455363145,difference of equal-sample representative means; not paired
A1,A1-M00,6,reflectance,1464.635254901961,-0.01613653628576428,difference of equal-sample representative means; not paired
A1,A1-M00,6,reflectance,1470.096,-0.016271128302797533,difference of equal-sample representative means; not paired
A1,A1-M00,6,reflectance,1475.5567450980393,-0.01623795220662333,difference of equal-sample representative means; not paired
A1,A1-M00,6,reflectance,1481.0174901960786,-0.01626548821106899,difference of equal-sample representative means; not paired
A1,A1-M00,6,reflectance,1486.478235294118,-0.01632680500231315,difference of equal-sample representative means; not paired
A1,A1-M00,6,reflectance,1491.938980392157,-0.016359935071400933,difference of equal-sample representative means; not paired
A1,A1-M00,6,reflectance,1497.3997254901963,-0.01638039995453039,difference of equal-sample representative means; not paired
A1,A1-M00,6,reflectance,1502.8604705882353,-0.016415214823956026,difference of equal-sample representative means; not paired
A1,A1-M00,6,reflectance,1508.3212156862746,-0.016467954360261494,difference of equal-sample representative means; not paired
A1,A1-M00,6,reflectance,1513.781960784314,-0.016522592530100355,difference of equal-sample representative means; not paired
A1,A1-M00,6,reflectance,1519.2427058823532,-0.01651957532584397,difference of equal-sample representative means; not paired
A1,A1-M00,6,reflectance,1524.7034509803923,-0.016619301637375128,difference of equal-sample representative means; not paired
A1,A1-M00,6,reflectance,1530.1641960784316,-0.016574489958440353,difference of equal-sample representative means; not paired
A1,A1-M00,6,reflectance,1535.6249411764707,-0.016555614632275117,difference of equal-sample representative means; not paired
A1,A1-M00,6,reflectance,1541.08568627451,-0.01657170024991822,difference of equal-sample representative means; not paired
A1,A1-M00,6,reflectance,1546.5464313725493,-0.01656833642915967,difference of equal-sample representative means; not paired
A1,A1-M00,6,reflectance,1552.0071764705885,-0.016612947130293487,difference of equal-sample representative means; not paired
A1,A1-M00,6,reflectance,1557.4679215686276,-0.016713816376080104,difference of equal-sample representative means; not paired
A1,A1-M00,6,reflectance,1562.9286666666667,-0.016701684517304916,difference of equal-sample representative means; not paired
A1,A1-M00,6,reflectance,1568.389411764706,-0.01664564334505736,difference of equal-sample representative means; not paired
A1,A1-M00,6,reflectance,1573.8501568627453,-0.016639396322668698,difference of equal-sample representative means; not paired
A1,A1-M00,6,reflectance,1579.3109019607846,-0.016630781787079663,difference of equal-sample representative means; not paired
A1,A1-M00,6,reflectance,1584.7716470588239,-0.01658486475410409,difference of equal-sample representative means; not paired
A1,A1-M00,6,reflectance,1590.232392156863,-0.01652763089721987,difference of equal-sample representative means; not paired
A1,A1-M00,6,reflectance,1595.693137254902,-0.016449616227092456,difference of equal-sample representative means; not paired
A1,A1-M00,6,reflectance,1601.1538823529413,-0.016373435012461246,difference of equal-sample representative means; not paired
A1,A1-M00,6,reflectance,1606.6146274509806,-0.016264217310375473,difference of equal-sample representative means; not paired
A1,A1-M00,6,reflectance,1612.07537254902,-0.016143124435918088,difference of equal-sample representative means; not paired
A1,A1-M00,6,reflectance,1617.536117647059,-0.0160028756929389,difference of equal-sample representative means; not paired
A1,A1-M00,6,reflectance,1622.9968627450983,-0.015835750786151015,difference of equal-sample representative means; not paired
A1,A1-M00,6,reflectance,1628.4576078431373,-0.01559514558478542,difference of equal-sample representative means; not paired
A1,A1-M00,6,reflectance,1633.9183529411766,-0.01526092976348875,difference of equal-sample representative means; not paired
A1,A1-M00,6,reflectance,1639.379098039216,-0.015336753469487097,difference of equal-sample representative means; not paired
A1,A1-M00,6,reflectance,1644.8398431372552,-0.015232616142813737,difference of equal-sample representative means; not paired
A1,A1-M00,6,reflectance,1650.3005882352943,-0.014958773470839737,difference of equal-sample representative means; not paired
A1,A1-M00,6,reflectance,1655.7613333333334,-0.014665105402881629,difference of equal-sample representative means; not paired
A1,A1-M00,6,reflectance,1661.2220784313727,-0.014355508171763565,difference of equal-sample representative means; not paired
A1,A1-M00,6,reflectance,1666.682823529412,-0.014062483672263149,difference of equal-sample representative means; not paired
A1,A1-M00,6,reflectance,1672.1435686274513,-0.013841512402073597,difference of equal-sample representative means; not paired
A1,A1-M00,6,reflectance,1677.6043137254906,-0.013588754314549756,difference of equal-sample representative means; not paired
A1,A1-M00,6,reflectance,1683.0650588235296,-0.013426809330964629,difference of equal-sample representative means; not paired
A1,A1-M00,6,reflectance,1688.5258039215687,-0.013353607066106998,difference of equal-sample representative means; not paired
A1,A1-M00,6,reflectance,1693.986549019608,-0.01330866756661897,difference of equal-sample representative means; not paired
A1,A1-M00,6,reflectance,1699.4472941176473,-0.013262245523315397,difference of equal-sample representative means; not paired
A1,A1-M00,6,reflectance,1704.9080392156866,-0.013241090649615095,difference of equal-sample representative means; not paired
A1,A1-M00,6,reflectance,1710.3687843137257,-0.013288431578686088,difference of equal-sample representative means; not paired
A1,A1-M00,6,reflectance,1715.829529411765,-0.01340168850976381,difference of equal-sample representative means; not paired
A1,A1-M00,6,reflectance,1721.290274509804,-0.0134730712427375,difference of equal-sample representative means; not paired
A1,A1-M00,6,reflectance,1726.7510196078433,-0.01350162401812155,difference of equal-sample representative means; not paired
A1,A1-M00,6,reflectance,1732.2117647058826,-0.013445864723123702,difference of equal-sample representative means; not paired
A1,A1-M00,6,reflectance,1737.672509803922,-0.013436918898149741,difference of equal-sample representative means; not paired
A1,A1-M00,6,reflectance,1743.133254901961,-0.01351285483616449,difference of equal-sample representative means; not paired
A1,A1-M00,6,reflectance,1748.594,-0.01355877586167159,difference of equal-sample representative means; not paired
A1,A1-M00,6,reflectance,1754.0547450980393,-0.013517847485948031,difference of equal-sample representative means; not paired
A1,A1-M00,6,reflectance,1759.5154901960786,-0.01369426497024645,difference of equal-sample representative means; not paired
A1,A1-M00,6,reflectance,1764.976235294118,-0.013847408550530738,difference of equal-sample representative means; not paired
A1,A1-M00,6,reflectance,1770.4369803921572,-0.014029338700557392,difference of equal-sample representative means; not paired
A1,A1-M00,6,reflectance,1775.8977254901963,-0.014111781875688567,difference of equal-sample representative means; not paired
A1,A1-M00,6,reflectance,1781.3584705882354,-0.014163977827937657,difference of equal-sample representative means; not paired
A1,A1-M00,6,reflectance,1786.8192156862747,-0.014201841494200895,difference of equal-sample representative means; not paired
A1,A1-M00,6,reflectance,1792.279960784314,-0.014222953692653306,difference of equal-sample representative means; not paired
A1,A1-M00,6,reflectance,1797.7407058823533,-0.014246262377731522,difference of equal-sample representative means; not paired
A1,A1-M00,6,reflectance,1803.2014509803923,-0.014204132041049866,difference of equal-sample representative means; not paired
A1,A1-M00,6,reflectance,1808.6621960784316,-0.014252635259992485,difference of equal-sample representative means; not paired
A1,A1-M00,6,reflectance,1814.1229411764707,-0.014186633412957117,difference of equal-sample representative means; not paired
A1,A1-M00,6,reflectance,1819.58368627451,-0.014096205783486027,difference of equal-sample representative means; not paired
A1,A1-M00,6,reflectance,1825.0444313725493,-0.01404312339286845,difference of equal-sample representative means; not paired
A1,A1-M00,6,reflectance,1830.5051764705886,-0.014030109122137313,difference of equal-sample representative means; not paired
A1,A1-M00,6,reflectance,1835.9659215686277,-0.014005896593883016,difference of equal-sample representative means; not paired
A1,A1-M00,6,reflectance,1841.4266666666667,-0.013912590989150042,difference of equal-sample representative means; not paired
A1,A1-M00,6,reflectance,1846.887411764706,-0.013883796193847053,difference of equal-sample representative means; not paired
A1,A1-M00,6,reflectance,1852.3481568627453,-0.014007994615403863,difference of equal-sample representative means; not paired
A1,A1-M00,6,reflectance,1857.8089019607846,-0.014234934247958797,difference of equal-sample representative means; not paired
A1,A1-M00,6,reflectance,1863.269647058824,-0.014335163543945706,difference of equal-sample representative means; not paired
A1,A1-M00,6,reflectance,1868.730392156863,-0.014349622184315125,difference of equal-sample representative means; not paired
A1,A1-M00,6,reflectance,1874.191137254902,-0.014384086317276557,difference of equal-sample representative means; not paired
A1,A1-M00,6,reflectance,1879.6518823529414,-0.014474264946320925,difference of equal-sample representative means; not paired
A1,A1-M00,6,reflectance,1885.1126274509807,-0.014733974395409744,difference of equal-sample representative means; not paired
A1,A1-M00,6,reflectance,1890.57337254902,-0.014800006554424205,difference of equal-sample representative means; not paired
A1,A1-M00,6,reflectance,1896.034117647059,-0.014903902536951064,difference of equal-sample representative means; not paired
A1,A1-M00,6,reflectance,1901.4948627450983,-0.014843462663651996,difference of equal-sample representative means; not paired
A1,A1-M00,6,reflectance,1906.9556078431374,-0.01465437451116397,difference of equal-sample representative means; not paired
A1,A1-M00,6,reflectance,1912.4163529411767,-0.014425824423093314,difference of equal-sample representative means; not paired
A1,A1-M00,6,reflectance,1917.877098039216,-0.014174334523137266,difference of equal-sample representative means; not paired
A1,A1-M00,6,reflectance,1923.3378431372553,-0.013843852857052974,difference of equal-sample representative means; not paired
A1,A1-M00,6,reflectance,1928.7985882352943,-0.013665434402737986,difference of equal-sample representative means; not paired
A1,A1-M00,6,reflectance,1934.2593333333336,-0.013634721087007334,difference of equal-sample representative means; not paired
A1,A1-M00,6,reflectance,1939.7200784313727,-0.01356812547118355,difference of equal-sample representative means; not paired
A1,A1-M00,6,reflectance,1945.180823529412,-0.01355458701312387,difference of equal-sample representative means; not paired
A1,A1-M00,6,reflectance,1950.6415686274513,-0.013549020783759441,difference of equal-sample representative means; not paired
A1,A1-M00,6,reflectance,1956.1023137254906,-0.013539801086775605,difference of equal-sample representative means; not paired
A1,A1-M00,6,reflectance,1961.5630588235294,-0.013571817668464575,difference of equal-sample representative means; not paired
A1,A1-M00,6,reflectance,1967.0238039215687,-0.013614856953252846,difference of equal-sample representative means; not paired
A1,A1-M00,6,reflectance,1972.484549019608,-0.013778286974398368,difference of equal-sample representative means; not paired
A1,A1-M00,6,reflectance,1977.9452941176473,-0.013734677762853864,difference of equal-sample representative means; not paired
A1,A1-M00,6,reflectance,1983.4060392156866,-0.01361249011953758,difference of equal-sample representative means; not paired
A1,A1-M00,6,reflectance,1988.866784313726,-0.013499458917711704,difference of equal-sample representative means; not paired
A1,A1-M00,6,reflectance,1994.3275294117648,-0.013397466195645635,difference of equal-sample representative means; not paired
A1,A1-M00,6,reflectance,1999.788274509804,-0.013291891799271482,difference of equal-sample representative means; not paired
A1,A1-M00,6,reflectance,2005.2490196078434,-0.013212594697826707,difference of equal-sample representative means; not paired
A1,A1-M00,6,reflectance,2010.7097647058827,-0.013207019351936966,difference of equal-sample representative means; not paired
A1,A1-M00,6,reflectance,2016.170509803922,-0.013090696818096104,difference of equal-sample representative means; not paired
A1,A1-M00,6,reflectance,2021.6312549019613,-0.013135907106380351,difference of equal-sample representative means; not paired
A1,A1-M00,6,reflectance,2027.092,-0.013207132010282563,difference of equal-sample representative means; not paired
A1,A1-M00,6,reflectance,2032.5527450980394,-0.013236035844175709,difference of equal-sample representative means; not paired
A1,A1-M00,6,reflectance,2038.0134901960787,-0.0132466486831882,difference of equal-sample representative means; not paired
A1,A1-M00,6,reflectance,2043.474235294118,-0.013228130697082119,difference of equal-sample representative means; not paired
A1,A1-M00,6,reflectance,2048.9349803921573,-0.013068057548346501,difference of equal-sample representative means; not paired
A1,A1-M00,6,reflectance,2054.3957254901966,-0.013074859866162192,difference of equal-sample representative means; not paired
A1,A1-M00,6,reflectance,2059.8564705882354,-0.013220944186426276,difference of equal-sample representative means; not paired
A1,A1-M00,6,reflectance,2065.3172156862747,-0.013281894366829083,difference of equal-sample representative means; not paired
A1,A1-M00,6,reflectance,2070.777960784314,-0.013317399459809809,difference of equal-sample representative means; not paired
A1,A1-M00,6,reflectance,2076.2387058823533,-0.013346772171102361,difference of equal-sample representative means; not paired
A1,A1-M00,6,reflectance,2081.6994509803926,-0.013348797012491809,difference of equal-sample representative means; not paired
A1,A1-M00,6,reflectance,2087.1601960784315,-0.013332987974670196,difference of equal-sample representative means; not paired
A1,A1-M00,6,reflectance,2092.6209411764708,-0.013413772230731397,difference of equal-sample representative means; not paired
A1,A1-M00,6,reflectance,2098.08168627451,-0.013513722343119872,difference of equal-sample representative means; not paired
A1,A1-M00,6,reflectance,2103.5424313725493,-0.013658654329141456,difference of equal-sample representative means; not paired
A1,A1-M00,6,reflectance,2109.0031764705886,-0.013667275904903325,difference of equal-sample representative means; not paired
A1,A1-M00,6,reflectance,2114.463921568628,-0.013686294264258908,difference of equal-sample representative means; not paired
A1,A1-M00,6,reflectance,2119.924666666667,-0.01365434139237115,difference of equal-sample representative means; not paired
A1,A1-M00,6,reflectance,2125.385411764706,-0.013621780869975675,difference of equal-sample representative means; not paired
A1,A1-M00,6,reflectance,2130.8461568627454,-0.013793977138832514,difference of equal-sample representative means; not paired
A1,A1-M00,6,reflectance,2136.3069019607847,-0.013734457762693636,difference of equal-sample representative means; not paired
A1,A1-M00,6,reflectance,2141.767647058824,-0.013960744459378172,difference of equal-sample representative means; not paired
A1,A1-M00,6,reflectance,2147.2283921568633,-0.013894336627013115,difference of equal-sample representative means; not paired
A1,A1-M00,6,reflectance,2152.689137254902,-0.013982107958495027,difference of equal-sample representative means; not paired
A1,A1-M00,6,reflectance,2158.1498823529414,-0.014072791634001769,difference of equal-sample representative means; not paired
A1,A1-M00,6,reflectance,2163.6106274509807,-0.014054054001309713,difference of equal-sample representative means; not paired
A1,A1-M00,6,reflectance,2169.07137254902,-0.01402644998803948,difference of equal-sample representative means; not paired
A1,A1-M00,6,reflectance,2174.5321176470593,-0.014163310629904502,difference of equal-sample representative means; not paired
A1,A1-M00,6,reflectance,2179.992862745098,-0.014357402231416627,difference of equal-sample representative means; not paired
A1,A1-M00,6,reflectance,2185.4536078431374,-0.01422954224103229,difference of equal-sample representative means; not paired
A1,A1-M00,6,reflectance,2190.9143529411767,-0.014189709983445042,difference of equal-sample representative means; not paired
A1,A1-M00,6,reflectance,2196.375098039216,-0.014132141751153515,difference of equal-sample representative means; not paired
A1,A1-M00,6,reflectance,2201.8358431372553,-0.014107292038761987,difference of equal-sample representative means; not paired
A1,A1-M00,6,reflectance,2207.2965882352946,-0.014124915565631058,difference of equal-sample representative means; not paired
A1,A1-M00,6,reflectance,2212.7573333333335,-0.014084953266920941,difference of equal-sample representative means; not paired
A1,A1-M00,6,reflectance,2218.2180784313728,-0.013892494381590792,difference of equal-sample representative means; not paired
A1,A1-M00,6,reflectance,2223.678823529412,-0.013815871722944406,difference of equal-sample representative means; not paired
A1,A1-M00,6,reflectance,2229.1395686274514,-0.014132223607412564,difference of equal-sample representative means; not paired
A1,A1-M00,6,reflectance,2234.6003137254907,-0.014150978314190099,difference of equal-sample representative means; not paired
A1,A1-M00,6,reflectance,2240.06105882353,-0.013850170799812156,difference of equal-sample representative means; not paired
A1,A1-M00,6,reflectance,2245.521803921569,-0.013520345691039104,difference of equal-sample representative means; not paired
A1,A1-M00,6,reflectance,2250.982549019608,-0.013235619604309246,difference of equal-sample representative means; not paired
A1,A1-M00,6,reflectance,2256.4432941176474,-0.012748098573955119,difference of equal-sample representative means; not paired
A1,A1-M00,6,reflectance,2261.9040392156867,-0.011987565834099184,difference of equal-sample representative means; not paired
A1,A1-M00,6,reflectance,2267.364784313726,-0.0116054308136532,difference of equal-sample representative means; not paired
A1,A1-M00,6,reflectance,2272.825529411765,-0.010921234843858763,difference of equal-sample representative means; not paired
A1,A1-M00,6,reflectance,2278.286274509804,-0.00963938241555573,difference of equal-sample representative means; not paired
A1,A1-M00,6,reflectance,2283.7470196078434,-0.007699785486255106,difference of equal-sample representative means; not paired
A1,A1-M00,6,reflectance,2289.2077647058827,-0.005602124202798986,difference of equal-sample representative means; not paired
A1,A1-M00,6,reflectance,2294.668509803922,-0.004609356970894984,difference of equal-sample representative means; not paired
A1,A1-M00,6,reflectance,2300.1292549019613,-0.005343596418346225,difference of equal-sample representative means; not paired
A1,A1-M00,6,reflectance,2305.59,-0.0035771945315515308,difference of equal-sample representative means; not paired
A1,A1-M00,6,snv,913.1,0.10172497578883055,difference of equal-sample representative means; not paired
A1,A1-M00,6,snv,918.5607450980392,0.050852792432388716,difference of equal-sample representative means; not paired
A1,A1-M00,6,snv,924.0214901960785,0.010156783331905395,difference of equal-sample representative means; not paired
A1,A1-M00,6,snv,929.4822352941177,-0.009793239553902655,difference of equal-sample representative means; not paired
A1,A1-M00,6,snv,934.9429803921569,-0.020765651396034368,difference of equal-sample representative means; not paired
A1,A1-M00,6,snv,940.4037254901962,-0.02887912427518824,difference of equal-sample representative means; not paired
A1,A1-M00,6,snv,945.8644705882353,-0.031333514224562986,difference of equal-sample representative means; not paired
A1,A1-M00,6,snv,951.3252156862745,-0.03060530613494139,difference of equal-sample representative means; not paired
A1,A1-M00,6,snv,956.7859607843137,-0.029401424657183428,difference of equal-sample representative means; not paired
A1,A1-M00,6,snv,962.246705882353,-0.02809388750520525,difference of equal-sample representative means; not paired
A1,A1-M00,6,snv,967.7074509803922,-0.026094662712952355,difference of equal-sample representative means; not paired
A1,A1-M00,6,snv,973.1681960784314,-0.023827814622243926,difference of equal-sample representative means; not paired
A1,A1-M00,6,snv,978.6289411764706,-0.021686142067403047,difference of equal-sample representative means; not paired
A1,A1-M00,6,snv,984.0896862745099,-0.02002073725392095,difference of equal-sample representative means; not paired
A1,A1-M00,6,snv,989.550431372549,-0.019172678861274273,difference of equal-sample representative means; not paired
A1,A1-M00,6,snv,995.0111764705882,-0.017495767237598825,difference of equal-sample representative means; not paired
A1,A1-M00,6,snv,1000.4719215686275,-0.016223056122616653,difference of equal-sample representative means; not paired
A1,A1-M00,6,snv,1005.9326666666667,-0.014430626291302318,difference of equal-sample representative means; not paired
A1,A1-M00,6,snv,1011.3934117647059,-0.012764465368544364,difference of equal-sample representative means; not paired
A1,A1-M00,6,snv,1016.8541568627452,-0.011479252423981068,difference of equal-sample representative means; not paired
A1,A1-M00,6,snv,1022.3149019607844,-0.010399955767812497,difference of equal-sample representative means; not paired
A1,A1-M00,6,snv,1027.7756470588236,-0.009357927773463226,difference of equal-sample representative means; not paired
A1,A1-M00,6,snv,1033.2363921568628,-0.009023255036794131,difference of equal-sample representative means; not paired
A1,A1-M00,6,snv,1038.697137254902,-0.00790806361325691,difference of equal-sample representative means; not paired
A1,A1-M00,6,snv,1044.1578823529412,-0.006943885020612051,difference of equal-sample representative means; not paired
A1,A1-M00,6,snv,1049.6186274509805,-0.005987916017609729,difference of equal-sample representative means; not paired
A1,A1-M00,6,snv,1055.0793725490196,-0.004864054448198374,difference of equal-sample representative means; not paired
